Company,Ticker,Market Cap,Price,Daily Change (%),Country
RE/MAX Holdings,RMAX,580000000.0,31.16,0.0,USA
Modine Manufacturing,MOD,580000000.0,11.33,-2.16,USA
Titan Machinery,TITN,580000000.0,25.91,-2.78,USA
Gateway Real Estate,GTY.F,580000000.0,3.11,0.0,Germany
Helix Energy Solutions,HLX,580000000.0,3.88,-0.77,USA
The Hackett Group,HCKT,580000000.0,19.62,-0.71,USA
Digimarc,DMRC,580000000.0,34.44,1.47,USA
RumbleON,RMBL,580000000.0,38.98,0.83,USA
CatchMark Timber Trust,CTT,580000000.0,11.87,0.0,USA
United Fire Group,UFCS,580000000.0,23.1,-1.24,USA
Sierra Wireless,SWIR,570000000.0,15.5,2.99,Canada
Aemetis,AMTX,570000000.0,18.28,12.01,USA
Vapotherm,VAPO,570000000.0,22.27,-3.22,USA
National Presto Industries,NPK,570000000.0,82.08,-0.99,USA
Barrett Business Services,BBSI,570000000.0,76.26,-2.63,USA
Oppenheimer Holdings,OPY,570000000.0,45.29,-1.69,USA
Avadel Pharmaceuticals,AVDL,570000000.0,9.8,-1.11,Ireland
SGOCO Group,SGOC,570000000.0,5.65,-0.18,Hong Kong
Daseke,DSKE,570000000.0,9.21,0.33,USA
KSB ltd,KSB.NS,570000000.0,16.46,-0.03,India
Mahindra Lifespaces,MAHLIFE.NS,570000000.0,3.71,-0.25,India
Surya Roshni,SURYAROSNI.NS,570000000.0,10.52,4.59,India
York Water,YORW,570000000.0,43.68,-1.47,USA
G1 Therapeutics,GTHX,560000000.0,13.42,-9.87,USA
DXP Enterprises,DXPE,560000000.0,29.57,-2.25,USA
Blue Bird Corporation,BLBD,560000000.0,20.86,-0.29,USA
ProQR,PRQR,560000000.0,8.37,3.98,Netherlands
Westport Fuel Systems,WPRT,560000000.0,3.29,1.86,Canada
Tata Steel Long Products,TATASTLLP.NS,560000000.0,12.43,1.84,India
Select Energy Services,WTTR,560000000.0,5.19,0.19,USA
Synlait Milk,SML.NZ,560000000.0,2.56,0.0,New Zealand
AST SpaceMobile,ASTS,550000000.0,10.82,-2.17,USA
Brasil Agro,LND,550000000.0,5.58,1.4,Brazil
Indoco Remedies,INDOCO.NS,550000000.0,6.03,-0.38,India
Verastem Oncology,VSTM,550000000.0,3.08,1.32,USA
PAE,PAE,550000000.0,5.98,-0.33,USA
Talkspace,TALK,550000000.0,3.65,-2.67,USA
Nilkamal,NILKAMAL.NS,550000000.0,37.15,-2.73,India
Stoneridge,SRI,550000000.0,20.39,-0.92,USA
GasLog,GLOG-A,550000000.0,5.79,-0.17,Greece
Arrow Financial,AROW,550000000.0,34.36,-1.91,USA
Babcock & Wilcox,BW,550000000.0,6.41,2.07,USA
Chico's,CHS,540000000.0,4.49,-9.48,USA
The RMR Group,RMR,540000000.0,33.45,-2.11,USA
First Financial,THFF,540000000.0,42.05,-0.59,USA
Marcus Corporation,MCS,540000000.0,17.45,2.59,USA
Quotient Technology,QUOT,540000000.0,5.82,0.34,USA
1-800-PetMeds,PETS,540000000.0,26.87,-4.04,USA
Theravance Biopharma,TBPH,540000000.0,7.4,-0.54,Cayman Islands
Lumber Liquidators,LL,540000000.0,18.68,-3.26,USA
Ramaco Resources,METC,540000000.0,12.31,2.67,USA
Revlon,REV,540000000.0,10.11,-4.26,USA
Precision Drilling Corporation,PDS,540000000.0,40.41,0.55,Canada
EverQuote,EVER,540000000.0,18.63,-0.69,USA
Universal Logistics Holdings,ULH,540000000.0,20.08,1.72,USA
Centrus Energy,LEU,540000000.0,38.66,4.54,USA
Taseko Mines,TGB,540000000.0,1.89,11.18,Canada
Beazer Homes USA,BZH,530000000.0,17.25,-3.14,USA
Loop Industries,LOOP,530000000.0,11.43,-4.03,Canada
Atlantic Capital Bancshares,ACBI,530000000.0,26.49,-1.27,USA
Borosil,BORORENEW.NS,530000000.0,4.13,-0.81,India
Allot,ALLT,530000000.0,14.86,0.75,Israel
Eastman Kodak Company,KODK,530000000.0,6.81,0.44,USA
TCNS Clothing,TCNSBRANDS.NS,530000000.0,8.68,-1.29,India
Arlo Technologies,ARLO,530000000.0,6.41,0.63,USA
DSP Group,DSPG,520000000.0,21.91,0.55,USA
W&T Offshore,WTI,520000000.0,3.72,0.54,USA
VistaGen Therapeutics,VTGN,520000000.0,2.74,0.74,USA
Ituran,ITRN,520000000.0,25.39,-0.82,Israel
FRP Holdings,FRPH,520000000.0,55.92,-2.66,USA
Qiwi,QIWI,520000000.0,8.38,0.84,Cyprus
RADA Electronic Industries,RADA,520000000.0,10.64,0.66,Israel
Epizyme,EPZM,520000000.0,5.12,-0.19,USA
SunCoke Energy,SXC,520000000.0,6.28,0.48,USA
Audacy,AUD,520000000.0,3.68,-0.81,USA
MOIL,MOIL.NS,520000000.0,2.19,-0.64,India
Computer Programs and Systems,CPSI,510000000.0,35.46,1.16,USA
FLY Leasing,FLY,510000000.0,17.03,0.0,Ireland
Aterian,ATER,510000000.0,10.83,8.73,USA
Barnes & Noble Education,BNED,510000000.0,9.99,-2.92,USA
Hyderabad Industries Limited,HIL.NS,510000000.0,68.72,-0.95,India
Borussia Dortmund,BVB.F,510000000.0,5.6,-0.37,Germany
Compugen,CGEN,510000000.0,5.97,0.84,Israel
PORR,ABS2.F,510000000.0,17.76,-0.65,Austria
Zomedica Pharmaceuticals,ZOM,510000000.0,0.52,3.15,USA
Century BanCorp,CNBKA,510000000.0,115.24,0.1,USA
Greenpanel Industries,GREENPANEL.NS,510000000.0,4.17,-0.08,India
HEXO,HEXO,500000000.0,1.84,1.1,Canada
Aldeyra Therapeutics,ALDX,500000000.0,8.78,-1.68,USA
Gilat Telecom,GILT,500000000.0,8.99,1.7,Israel
Tata Coffee,TATACOFFEE.NS,500000000.0,2.72,-0.96,India
Karur Vysya Bank,KARURVYSYA.NS,500000000.0,0.63,-1.77,India
SciPlay,SCPL,500000000.0,20.69,-1.0,USA
Rekor Systems,REKR,500000000.0,11.49,4.74,USA
Paisalo Digital,PAISALO.NS,500000000.0,11.9,-1.08,India
Dish TV,DISHTV.NS,500000000.0,0.27,-1.22,India
Akebia Therapeutics,AKBA,500000000.0,2.88,0.7,USA
Innate Pharma,IPH.PA,500000000.0,6.31,0.74,France
Dorian LPG,LPG,490000000.0,12.41,0.32,USA
Itamar Medical,ITMR,490000000.0,30.22,0.0,Israel
NRx Pharmaceuticals,NRXP,490000000.0,9.27,-0.86,USA
Akoustis Technologies,AKTS,490000000.0,9.7,0.52,USA
Franklin Street Properties,FSP,490000000.0,4.64,-1.69,USA
PennantPark Floating Rate,PFLT,490000000.0,12.79,-0.62,USA
Spandana Sphoorty Financial,SPANDANA.NS,490000000.0,7.64,-0.51,India
Teekay Tankers,TNK,490000000.0,14.53,4.91,Canada
Viking Therapeutics,VKTX,490000000.0,6.28,-1.57,USA
Hemisphere Media Group,HMTV,480000000.0,12.18,-1.54,USA
Summit Therapeutics,SMMT,480000000.0,5.01,3.73,UK
AC Immune,ACIU,480000000.0,6.71,-1.9,Switzerland
Financial Institutions,FISI,480000000.0,30.65,-1.89,USA
Olectra Greentech,OLECTRA.NS,480000000.0,5.84,4.99,India
BELLUS Health,BLU,480000000.0,6.14,2.5,Canada
22nd Century Group,XXII,480000000.0,2.96,2.78,USA
Brooklyn ImmunoTherapeutics,BTX,480000000.0,9.3,1.75,USA
Garrett Motion,GTX,470000000.0,7.37,-0.94,Switzerland
Equity BancShares,EQBK,470000000.0,33.38,-2.48,USA
Rupa Company,RUPA.NS,470000000.0,6.02,-1.01,India
MidWestOne Financial Group,MOFG,470000000.0,30.16,-1.11,USA
Selecta Biosciences,SELB,470000000.0,4.16,0.97,USA
India Tourism Development Corp,ITDC.NS,470000000.0,5.57,-2.0,India
Rayonier Advanced Materials,RYAM,470000000.0,7.5,1.21,USA
MasterCraft Boat,MCFT,470000000.0,25.08,-2.15,USA
REX American Resources,REX,470000000.0,79.87,0.58,USA
SandRidge Energy,SD,470000000.0,13.01,1.25,USA
Mishra Dhatu Nigam,MIDHANI.NS,470000000.0,2.53,0.11,India
Vishay Precision Group,VPG,470000000.0,34.77,-1.31,USA
Cel-Sci,CVM,470000000.0,10.99,-0.45,USA
Haynes International,HAYN,470000000.0,37.25,0.0,USA
Brightcove,BCOV,470000000.0,11.54,-1.2,USA
CapStar Financial,CSTR,470000000.0,21.24,-1.58,USA
Eagle Point Credit Company,ECC,460000000.0,13.62,0.22,USA
TransEnterix,TRXC,460000000.0,4.08,-10.13,USA
Kopin Corporation,KOPN,460000000.0,5.13,2.19,USA
Central Puerto,CEPU,460000000.0,3.1,1.64,Argentina
Tejon Ranch,TRC,460000000.0,17.76,-0.56,USA
Ramkrishna Forgings,RKFORGE.NS,460000000.0,14.6,0.04,India
Kirloskar Ferrous Industries,KIRLFER.NS,460000000.0,3.36,2.68,India
Tallink Grupp,T5N.F,460000000.0,0.69,0.0,Estonia
UFP Technologies,UFPT,460000000.0,61.59,-1.77,USA
AGC Networks,AGCNET.NS,460000000.0,13.67,0.71,India
HomeTrust Bancshares,HTBI,460000000.0,27.98,-0.57,USA
Gladstone Investment,GAIN,460000000.0,13.87,-0.57,USA
Allied Motion Technologies,AMOT,460000000.0,31.28,-1.94,USA
PTC India,PTC.NS,450000000.0,1.55,-0.69,India
ReneSola,SOL,450000000.0,6.57,4.12,USA
Kaveri Seed,KSCL.NS,450000000.0,7.83,0.33,India
GTPL Hathway,GTPL.NS,450000000.0,4.04,17.99,India
Willdan Group,WLDN,450000000.0,35.59,1.48,USA
Whitestone REIT,WSR,450000000.0,9.78,-1.21,USA
ESAB India,ESABINDIA.NS,450000000.0,29.36,-0.84,India
Duluth Holdings,DLTH,450000000.0,13.63,-3.88,USA
Sunlight Financial,SUNL,450000000.0,5.31,-0.19,USA
Metromile,MILE,440000000.0,3.55,-0.84,USA
Greenlam Industries,GREENLAM.NS,440000000.0,18.61,0.43,India
Altimmune,ALT,440000000.0,11.31,-11.36,USA
Donegal Group,DGICA,440000000.0,14.49,-0.96,USA
Turtle Beach Corp,HEAR,440000000.0,27.82,0.43,USA
Titan International,TWI,440000000.0,7.16,-3.11,USA
Advent Technologies,ADN,440000000.0,8.7,2.23,USA
VRL Logistics,VRLLOG.NS,440000000.0,5.04,-2.07,India
Ashford Hospitality Trust,AHT,440000000.0,14.72,-1.54,USA
So-Young International,SY,440000000.0,4.26,6.23,China
Daily Journal,DJCO,440000000.0,320.37,-0.98,USA
Avita Medical,RCEL,440000000.0,17.72,0.4,USA
Soliton,SOLY,430000000.0,20.36,-1.07,USA
Karyopharm Therapeutics,KPTI,430000000.0,5.82,-1.19,USA
Geron,GERN,430000000.0,1.37,-0.72,USA
Puravankara,PURVA.NS,430000000.0,1.85,1.29,India
Transport Corporation of India,TCI.NS,430000000.0,5.67,0.14,India
Ooma,OOMA,430000000.0,18.61,0.16,USA
PennantPark Investment,PNNT,430000000.0,6.49,-1.96,USA
Ingersoll Rand India,INGERRAND.NS,430000000.0,13.76,3.96,India
Orient Cement,ORIENTCEM.NS,430000000.0,2.12,-1.01,India
U.S. Xpress Enterprises,USX,430000000.0,8.63,-1.37,USA
Astronics Corporation,ATRO,430000000.0,14.06,-1.19,USA
Somany Ceramics,SOMANYCERA.NS,430000000.0,10.24,0.62,India
Tillys,TLYS,430000000.0,14.01,-6.35,USA
Guaranty Bancshares,GNTY,430000000.0,35.85,-0.61,USA
Enterprise Bancorp,EBTC,430000000.0,35.95,-0.14,USA
Seneca Foods,SENEA,420000000.0,48.22,-0.97,USA
Caesarstone,CSTE,420000000.0,12.42,-2.97,Israel
Arcimoto,FUV,420000000.0,11.43,0.7,USA
MDC Partners,MDCA,420000000.0,5.42,-3.39,USA
Intercept Pharmaceuticals,ICPT,420000000.0,14.85,-2.11,USA
Arbutus Biopharma,ABUS,420000000.0,4.29,0.47,USA
Marine Products Corporation,MPX,420000000.0,12.51,-2.04,USA
Oriental Aromatics,OAL.NS,420000000.0,12.63,4.21,India
ShotSpotter,SSTI,420000000.0,36.37,0.28,USA
EZCorp,EZPW,420000000.0,7.57,-1.56,USA
PDS Biotechnology,PDSB,420000000.0,14.9,0.34,USA
Tide Water Oil,TIDEWATER.NS,420000000.0,24.12,0.06,India
Lineage Cell Therapeutics,LCTX,420000000.0,2.52,-0.79,USA
North American Construction Group,NOA,420000000.0,14.72,1.45,Canada
Kindred Biosciences,KIN,420000000.0,9.25,0.11,USA
Bar Harbor Bankshares,BHB,420000000.0,28.05,-1.44,USA
PDS Multinational,PDSMFL.NS,410000000.0,16.01,-1.92,India
Marinus Pharmaceuticals,MRNS,410000000.0,11.38,-0.26,USA
The Tinplate Company Of India ,TINPLATE.NS,410000000.0,3.95,2.05,India
Gateway Distriparks,GDL.NS,410000000.0,3.34,4.93,India
Capital City Bank Group,CCBG,410000000.0,24.74,-0.24,USA
Evolus,EOLS,410000000.0,7.62,3.53,USA
Intrepid Potash,IPI,410000000.0,30.9,-0.93,USA
Atossa Therapeutics,ATOS,410000000.0,3.26,3.49,USA
CleanSpark,CLSK,410000000.0,11.59,-0.17,USA
Aeroporto G. Marconi Bologna,ADB.MI,410000000.0,11.4,-1.41,Italy
Action Construction Equipment,ACE.NS,410000000.0,3.46,-0.64,India
CNB Financial Corp,CCNE,410000000.0,24.34,-1.38,USA
Kimball International,KBAL,410000000.0,11.2,-1.58,USA
Grupo Supervielle,SUPV,410000000.0,2.25,2.27,Argentina
Cassiopea,CSP.F,400000000.0,37.38,0.0,Italy
Genius Brands,GNUS,400000000.0,1.36,-2.16,USA
Penn Virginia,PVAC,400000000.0,26.67,7.98,USA
Unifi,UFI,400000000.0,21.93,-2.66,USA
Nordic American Tankers,NAT,400000000.0,2.56,1.19,Bermuda
INDUS Realty Trust,GRIF,400000000.0,71.7,0.62,USA
Spark Energy,SPKE,400000000.0,11.37,3.08,USA
Electra Meccanica,SOLO,400000000.0,3.56,-0.56,Canada
Zix,ZIXI,400000000.0,7.07,3.51,USA
Lifetime Brands,LCUT,400000000.0,18.19,-1.99,USA
Citizens & Northern Corp,CZNC,400000000.0,25.26,-1.06,USA
Southern Missouri Bancorp,SMBC,390000000.0,44.89,-0.04,USA
Alembic Limited,ALEMBICLTD.NS,390000000.0,1.55,0.09,India
SOS Limited,SOS,390000000.0,2.13,4.93,China
Century Casinos,CNTY,390000000.0,13.47,-0.44,USA
TrueCar,TRUE,390000000.0,4.16,1.71,USA
Camber Energy,CEI,390000000.0,3.82,11.7,USA
American Renal Associates,ARA,390000000.0,11.52,0.17,USA
Gulf Oil Lubricants,GULFOILLUB.NS,390000000.0,7.89,0.14,India
PREOS Real Estate,PAG.F,390000000.0,3.51,0.0,Germany
Bit Digital,BTBT,390000000.0,7.23,-8.6,USA
Zynex,ZYXI,390000000.0,11.39,-1.64,USA
Tetra Technologies,TTI,390000000.0,3.12,0.32,USA
Diamond S Shipping,DSSI,390000000.0,9.69,2.0,USA
Farmland Partners,FPI,390000000.0,11.99,0.08,USA
XBiotech,XBIT,390000000.0,12.95,-1.67,USA
Ziopharm Oncology,ZIOP,390000000.0,1.82,-5.21,USA
Oil States International,OIS,390000000.0,6.39,-0.31,USA
Destination XL,DXLG,380000000.0,6.12,-3.47,USA
Miller Industries,MLR,380000000.0,34.04,-0.9,USA
Gladstone Capital,GLAD,380000000.0,11.3,0.0,USA
National Fertilizers,NFL.NS,380000000.0,0.79,-1.93,India
T’way Air,091810.KS,380000000.0,3.49,-0.12,S. Korea
Marksans Pharma,MARKSANS.NS,380000000.0,0.93,0.29,India
Howard Bancorp,HBMD,380000000.0,20.28,-0.78,USA
Jounce Therapeutics,JNCE,380000000.0,7.43,1.5,USA
Target Hospitality,TH,370000000.0,3.73,-1.06,USA
Hindustan Oil Exploration Company,HINDOILEXP.NS,370000000.0,2.86,0.43,India
Outlook Therapeutics,OTLK,370000000.0,2.17,1.88,USA
Retractable Technologies,RVP,370000000.0,11.03,-5.32,USA
Old Second Bancorp,OSBC,370000000.0,13.06,-0.99,USA
Focus Universal,FCUV,370000000.0,8.66,-4.31,USA
RR Donnelley,RRD,370000000.0,5.14,0.78,USA
NI Holdings,NODK,370000000.0,17.56,-1.29,USA
Sierra Bancorp,BSRR,370000000.0,24.28,-1.22,USA
Future Retail,FRETAIL.NS,370000000.0,0.69,-1.54,India
Motorcar Parts of America,MPAA,370000000.0,19.5,-2.6,USA
Cato Corporation,CATO,370000000.0,16.54,-4.06,USA
Ashoka Buildcon,ASHOKA.NS,370000000.0,1.33,-0.05,India
Cooper Standard,CPS,370000000.0,21.91,-1.22,USA
UpHealth,UPH,370000000.0,3.16,-1.86,USA
Teekay,TK,370000000.0,3.66,1.1,Canada
Benefitfocus,BNFT,370000000.0,11.1,-2.46,USA
Schneider Electric Infrastructure,SCHNEIDER.NS,360000000.0,1.54,0.13,India
Qudian,QD,360000000.0,1.46,4.29,China
Graña y Montero,GRAM,360000000.0,1.99,-2.45,Peru
Cosmo Films,COSMOFILMS.NS,360000000.0,19.82,-1.54,India
Tufin,TUFN,360000000.0,9.83,0.72,Israel
Urban One,UONE,360000000.0,8.12,-2.29,USA
Hersha Hospitality Trust,HT,360000000.0,9.33,-1.79,USA
Southern National Bancorp of Virginia,SONA,360000000.0,15.09,1.82,USA
GP Strategies Corporation,GPX,360000000.0,20.7,0.0,USA
Full House Resorts,FLL,360000000.0,10.61,8.49,USA
Gold Royalty Corp,GROY,360000000.0,5.0,-3.47,Canada
Red Robin,RRGB,360000000.0,23.06,-2.41,USA
American National Bank & Trust Company,AMNB,350000000.0,33.04,0.58,USA
Accuray,ARAY,350000000.0,3.95,-0.5,USA
Accelerate Diagnostics,AXDX,350000000.0,5.83,-2.02,USA
Artesian Resources,ARTNA,350000000.0,38.17,-1.32,USA
Spectrum Pharmaceuticals,SPPI,350000000.0,2.18,-2.24,USA
BLS International,BLS.NS,350000000.0,3.49,-1.63,India
CalAmp,CAMP,350000000.0,9.95,-0.1,USA
Clearside Biomedical,CLSD,350000000.0,6.0,2.04,USA
Reliance Infrastructure,RELINFRA.NS,350000000.0,1.35,-2.0,India
AXT Inc,AXTI,350000000.0,8.33,5.18,USA
Humanigen,HGEN,350000000.0,5.93,-2.63,USA
Cytosorbents,CTSO,350000000.0,8.12,0.25,USA
Civista Bancshares,CIVB,350000000.0,23.23,-0.26,USA
Himatsingka Seide,HIMATSEIDE.NS,350000000.0,3.57,-2.88,India
SsangYong Motor,003620.KS,350000000.0,2.34,0.0,S. Korea
Leap Therapeutics,LPTX,340000000.0,4.01,16.23,USA
JTEKT India,JTEKTINDIA.NS,340000000.0,1.42,-0.47,India
Information Services Group,III,340000000.0,7.18,1.41,USA
FTS International,FTSI,340000000.0,24.6,-1.4,USA
Investors Title Company,ITIC,340000000.0,182.6,-2.35,USA
Transcontinental Realty Investors,TCI,340000000.0,40.0,3.79,USA
Vst Tillers Tractors,VSTTILLERS.NS,340000000.0,39.94,10.0,India
Pieris Pharmaceuticals,PIRS,340000000.0,5.17,0.0,USA
India Glycols,INDIAGLYCO.NS,340000000.0,11.02,1.11,India
Esperion Therapeutics,ESPR,340000000.0,12.05,-3.14,USA
Astec Lifesciences,ASTEC.NS,330000000.0,17.31,-0.29,India
Ellomay Capital,ELLO,330000000.0,26.36,1.19,Israel
Bluerock Residential,BRG,330000000.0,12.74,-0.86,USA
Acacia Research,ACTG,330000000.0,6.79,-3.0,USA
JBM Auto,JBMA.NS,330000000.0,7.12,1.44,India
Tiptree,TIPT,330000000.0,10.02,-0.3,USA
Home Bancorp,HBCP,330000000.0,38.68,-0.85,USA
Aehr Test Systems,AEHR,330000000.0,13.65,-1.37,USA
Renren,RENN,330000000.0,13.91,5.06,China
Icelandair,ICEAIR.IC,330000000.0,0.01,2.69,Iceland
Ampio Pharmaceuticals,AMPE,330000000.0,1.66,1.22,USA
Vesuvius India,VESUVIUS.NS,330000000.0,16.38,-0.72,India
Sientra,SIEN,330000000.0,5.73,7.5,USA
CytomX Therapeutics,CTMX,330000000.0,5.09,3.25,USA
Arvind,ARVIND.NS,320000000.0,1.27,0.0,India
OncoCyte,OCX,320000000.0,3.56,0.85,USA
Athenex,ATNX,320000000.0,3.01,1.35,USA
Penseco Financial Services,PFIS,320000000.0,45.57,-0.83,USA
INEOS Styrolution,INEOSSTYRO.NS,320000000.0,18.51,-0.89,India
Fortress Biotech,FBIO,320000000.0,3.22,-10.56,USA
Gujarat Mineral Development,GMDCLTD.NS,320000000.0,1.02,0.47,India
Confidence Petroleum,CONFIPET.NS,320000000.0,1.13,1.03,India
Civeo,CVEO,320000000.0,22.49,-2.0,USA
Hooker Furniture,HOFT,320000000.0,26.99,-2.14,USA
Vertex Energy,VTNR,320000000.0,5.24,3.76,USA
Comscore,SCOR,320000000.0,3.9,0.78,USA
First Bancorp,FNLC,320000000.0,29.14,-1.22,USA
Vera Bradley,VRA,320000000.0,9.41,-5.71,USA
eGain,EGAN,310000000.0,10.2,-3.95,USA
Preformed Line Products,PLPC,310000000.0,65.04,-1.08,USA
Radiant Logistics,RLGT,310000000.0,6.39,-1.39,USA
RattanIndia Power,RTNPOWER.NS,310000000.0,0.06,-1.12,India
Summit Financial Group,SMMF,310000000.0,24.51,-1.17,USA
Del Taco,TACO,310000000.0,8.73,-0.91,USA
Filatex India,FILATEX.NS,310000000.0,1.41,1.01,India
SRA Holdings,3817.T,310000000.0,25.7,-2.34,Japan
Liberty TripAdvisor Holdings,LTRPA,310000000.0,3.09,1.31,USA
Express,EXPR,310000000.0,4.72,-7.63,USA
Citizens Inc,CIA,310000000.0,6.21,-0.48,USA
TherapeuticsMD,TXMD,310000000.0,0.74,1.26,USA
HF Foods Group,HFFG,310000000.0,6.05,0.83,USA
Baytex Energy,BTE,310000000.0,0.52,0.0,Canada
I.g. Petrochemicals,IGPL.NS,310000000.0,10.16,1.57,India
SilverBow Resources,SBOW,310000000.0,24.5,-2.85,USA
Air Busan,298690.KS,310000000.0,2.91,0.58,S. Korea
Huhtamaki PPL,PAPERPROD.NS,300000000.0,4.1,0.03,India
LSB Industries,LXU,300000000.0,10.21,1.69,USA
NVE Corporation,NVEC,300000000.0,63.97,0.9,USA
Emerald Holding,EEX,300000000.0,4.34,-1.36,USA
Maruzen,5982.T,300000000.0,19.08,-0.74,Japan
Apollo Pipes,APOLLOPIPE.NS,300000000.0,23.55,2.53,India
Oyster Point Pharma,OYST,300000000.0,11.85,1.54,USA
Greene County Bancorp,GCBC,300000000.0,36.21,-0.52,USA
PolyMet,PLM,300000000.0,3.05,-0.97,Canada
Green Plains Partners,GPP,300000000.0,13.23,-1.64,USA
First Internet Bancorp,INBK,300000000.0,31.18,-0.45,USA
NGL Energy Partners,NGL,300000000.0,2.37,1.28,USA
Flexion Therapeutics,FLXN,300000000.0,6.1,-1.45,USA
Venator Materials,VNTR,300000000.0,2.85,-3.39,UK
Mogo,MOGO,300000000.0,4.32,-1.37,Canada
Newpark Resources,NR,300000000.0,3.3,0.61,USA
Luna Innovations,LUNA,300000000.0,9.5,-1.86,USA
Prime Focus,PFOCUS.NS,300000000.0,1.01,1.36,India
Quantum,QMCO,300000000.0,5.18,-0.77,USA
Gabriel India,GABRIEL.NS,300000000.0,2.09,1.11,India
Athersys,ATHX,300000000.0,1.33,-2.21,USA
Greenply,GREENPLY.NS,300000000.0,2.45,0.3,India
EyePoint Pharmaceuticals,EYPT,290000000.0,10.42,1.36,USA
MSTC Limited,MSTCLTD.NS,290000000.0,4.24,1.26,India
MISTRAS Group,MG,290000000.0,10.16,-0.49,USA
Voltamp Transformers,VOLTAMP.NS,290000000.0,20.66,1.91,India
Anant Raj,ANANTRAJ.NS,290000000.0,1.01,-1.12,India
Silicom,SILC,290000000.0,43.25,7.19,Israel
Citius Pharmaceuticals,CTXR,290000000.0,2.03,1.5,USA
Anworth Mortgage Asset Corp,ANH,290000000.0,2.98,0.34,USA
Inox Wind,INOXWIND.NS,290000000.0,1.33,0.87,India
Immutep,IMMP,290000000.0,3.87,-3.01,Australia
Ring Energy,REI,290000000.0,2.95,2.79,USA
Nature's Sunshine Products,NATR,290000000.0,14.65,-1.35,USA
Ceragon Networks,CRNT,290000000.0,3.49,0.58,Israel
Shriram Pistons & Rings,SHRIPISTON.NS,290000000.0,12.99,1.14,India
Cadiz,CDZI,290000000.0,7.04,4.92,USA
GTL Infrastructure,GTLINFRA.NS,290000000.0,0.02,-2.86,India
Fiesta Restaurant Group,FRGI,280000000.0,10.96,-2.32,USA
Provident Bancorp,PVBC,280000000.0,16.02,-1.35,USA
Subros,SUBROS.NS,280000000.0,4.43,-0.08,India
AquaBounty,AQB,280000000.0,4.07,4.36,USA
PlayAGS,AGS,280000000.0,7.88,-1.25,USA
Jaypee Group,JPASSOCIAT.NS,280000000.0,0.12,-0.57,India
Braemar Hotels & Resorts,BHR,280000000.0,4.85,-1.02,USA
Orchard Therapeutics,ORTX,280000000.0,2.3,2.68,UK
South Indian Bank,SOUTHBANK.NS,280000000.0,0.14,0.0,India
PCSB Financial,PCSB,280000000.0,18.44,-1.07,USA
Kyokuyo,1301.T,280000000.0,26.78,-0.83,Japan
Nautilus,NLS,280000000.0,9.31,-3.02,USA
Karnataka Bank,KTKBANK.NS,280000000.0,0.93,0.73,India
Powell Industries,POWL,280000000.0,24.57,-3.19,USA
HC2 Holdings,HCHC,280000000.0,3.68,0.55,USA
Limoneira,LMNR,280000000.0,16.17,2.08,USA
Cerecor,CERC,280000000.0,2.93,-1.68,USA
PDL Biopharma,PDLI,280000000.0,2.47,-8.52,USA
Wins Finance Holdings,WINS,280000000.0,14.21,-22.35,China
VA Tech Wabag,WABAG.NS,280000000.0,4.52,0.68,India
Matinas BioPharma,MTNB,280000000.0,1.3,2.36,USA
Co-Diagnostics,CODX,280000000.0,9.73,-0.1,USA
Hester Biosciences,HESTERBIO.NS,280000000.0,32.98,-1.3,India
Indian Metals & Ferro Alloys,IMFA.NS,280000000.0,10.38,2.81,India
Greenhill,GHL,270000000.0,14.62,0.14,USA
Exela Technologies,XELA,270000000.0,1.94,4.3,USA
Matrix Service,MTRX,270000000.0,10.46,-0.1,USA
Park Aerospace,PKE,270000000.0,13.68,-0.29,USA
Northeast Bank,NBN,270000000.0,33.72,-0.91,USA
Golden Star Resources,GSS,270000000.0,2.38,1.28,Canada
IronNet,DFNS,270000000.0,12.85,26.85,USA
Syros Pharmaceuticals,SYRS,270000000.0,4.47,3.47,USA
EMCORE Corporation,EMKR,270000000.0,7.48,-0.27,USA
Sierra Oncology,SRRA,270000000.0,21.92,2.48,Canada
GE Power India,GEPIL.NS,270000000.0,4.09,-0.36,India
CTI BioPharma,CTIC,270000000.0,2.95,1.03,USA
Mesa Air,MESA,270000000.0,7.66,-2.92,USA
Voxx International,VOXX,270000000.0,11.45,-1.97,USA
Macatawa Bank,MCBC,270000000.0,8.03,-0.12,USA
A.S. Roma,ASR.MI,270000000.0,0.44,-2.85,Italy
Gran Tierra Energy,GTE,270000000.0,0.74,2.72,Canada
Maiden Holdings,MHLD,270000000.0,3.16,-1.56,Bermuda
Sasken Technologies,SASKEN.NS,270000000.0,18.09,0.11,India
Build-A-Bear,BBW,270000000.0,16.94,-4.62,USA
YRC Worldwide,YRCW,270000000.0,5.11,8.47,USA
B Communications,BCOM,270000000.0,2.28,3.17,Israel
Landec,LNDC,270000000.0,9.22,-10.31,USA
Atlantic Power Corporation,AT,260000000.0,3.02,0.0,USA
Olympic Steel,ZEUS,260000000.0,24.36,-0.16,USA
Trilogy Metals,TMQ,260000000.0,1.85,5.11,Canada
Ashiana Housing,ASHIANA.NS,260000000.0,2.62,-0.84,India
Marlin Business Services,MRLN,260000000.0,22.23,0.14,USA
Dhampur Sugar Mills,DHAMPURSUG.NS,260000000.0,4.01,1.43,India
Stratus Properties,STRS,260000000.0,32.35,1.47,USA
